ano;provincia;impuesto;regimen;monto
2024;neuquen;regimen de energia electrica ley 24065;f.e.d.e.i.;1543,052804
2024;neuquen;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30
2024;neuquen;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1134,5869
2024;neuquen;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;9754,2743
2024;rio negro;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;873069,579
2024;rio negro;financiamiento educativo ley 26075;financiamiento educativo ley 26075;70452,6882
2024;rio negro;transferencia de servicios ley 24049;transferencia de servicios ley 24049;14,6004
2024;rio negro;impuesto sobre los bienes personales;ley 24699;30121,5672
2024;rio negro;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0014
2024;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;1688,129
2024;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;3490,472
2024;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;796,2614986
2024;rio negro;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;14696,3819
2024;rio negro;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;1726,178
2024;rio negro;regimen de energia electrica ley 24065;f.e.d.e.i.;1433,772263
2024;rio negro;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30
2024;rio negro;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1649,521
2024;rio negro;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;9148,536053
2024;salta;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1288172,329
2024;salta;financiamiento educativo ley 26075;financiamiento educativo ley 26075;145117,2217
2024;salta;transferencia de servicios ley 24049;transferencia de servicios ley 24049;39,8004
2024;salta;impuesto sobre los bienes personales;ley 24699;45757,1897
2024;salta;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0019
2024;salta;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2564,4117
2024;salta;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;4510,6275
2024;salta;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;814,6093827
2024;salta;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;13063,4507
2024;salta;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;2563,0539
2024;salta;regimen de energia electrica ley 24065;f.e.d.e.i.;1466,810012
2024;salta;fondo compensador de desequilibrios;fondo compensador de desequilibrios;30
2024;salta;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2505,7633
2024;salta;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;49416,14501
2024;san juan;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1168690,874
2024;san juan;financiamiento educativo ley 26075;financiamiento educativo ley 26075;95340,8661
2024;san juan;transferencia de servicios ley 24049;transferencia de servicios ley 24049;30,0996
2024;san juan;impuesto sobre los bienes personales;ley 24699;40353,7023
2024;san juan;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0011
2024;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2261,5667
2024;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;3250,4802
2024;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;754,6734653
2024;san juan;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;11920,3989
2024;san juan;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;1724,1128
2024;san juan;regimen de energia electrica ley 24065;f.e.d.e.i.;1358,887607
2024;san juan;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2024;san juan;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2209,8443
2024;san juan;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;11512,58498
2024;san luis;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;797971,7348
2024;san luis;financiamiento educativo ley 26075;financiamiento educativo ley 26075;55519,7814
2024;san luis;transferencia de servicios ley 24049;transferencia de servicios ley 24049;18,9012
2024;san luis;impuesto sobre los bienes personales;ley 24699;27247,3718
2024;san luis;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0009
2024;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;1527,0038
2024;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;2822,0685
2024;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;739,2953448
2024;san luis;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;11920,3989
2024;san luis;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;1965,6013
2024;san luis;regimen de energia electrica ley 24065;f.e.d.e.i.;1331,197303
2024;san luis;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2024;san luis;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1492,081
2024;santa cruz;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;560750,1897
2024;santa cruz;financiamiento educativo ley 26075;financiamiento educativo ley 26075;30631,6037
2024;santa cruz;transferencia de servicios ley 24049;transferencia de servicios ley 24049;8,4996
2024;santa cruz;impuesto sobre los bienes personales;ley 24699;18879,6249
2024;santa cruz;impuesto sobre los bienes personales;ley 23966 art 30;1706,2507
2024;santa cruz;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0009
2024;santa cruz;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;3482,6884
2024;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;1058,0979
2024;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;3043,7992
2024;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;1040,230134
2024;santa cruz;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;10450,7604
2024;santa cruz;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;5262,024
2024;santa cruz;regimen de energia electrica ley 24065;f.e.d.e.i.;1873,069484
2024;santa cruz;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36
2024;santa cruz;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;1033,899
2024;santa cruz;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;1613,827164
2024;santa fe;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;3149862,637
2024;santa fe;financiamiento educativo ley 26075;financiamiento educativo ley 26075;257305,4699
2024;santa fe;transferencia de servicios ley 24049;transferencia de servicios ley 24049;135,4896
2024;santa fe;impuesto sobre los bienes personales;ley 24699;108756,5056
2024;santa fe;impuesto sobre los bienes personales;ley 23966 art 30;23457,5914
2024;santa fe;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0037
2024;santa fe;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;47892,7514
2024;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;6125,1048
2024;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;12133,1913
2024;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;655,4368564
2024;santa fe;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;18809,5684
2024;santa fe;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;1398,8202
2024;santa fe;regimen de energia electrica ley 24065;f.e.d.e.i.;1180,199202
2024;santa fe;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6
2024;santa fe;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;5955,6885
2024;santa fe;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;28731,16019
2024;sgo. del estero;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1417040,737
2024;sgo. del estero;financiamiento educativo ley 26075;financiamiento educativo ley 26075;127886,945
2024;sgo. del estero;transferencia de servicios ley 24049;transferencia de servicios ley 24049;31,5996
2024;sgo. del estero;impuesto sobre los bienes personales;ley 24699;49321,1919
2024;sgo. del estero;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0018
2024;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2764,1446
2024;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;4289,4851
2024;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;873,9044664
2024;sgo. del estero;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;14043,2096
2024;sgo. del estero;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;2014,5472
2024;sgo. del estero;regimen de energia electrica ley 24065;f.e.d.e.i.;1573,578513
2024;sgo. del estero;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2024;sgo. del estero;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;2700,9282
2024;sgo. del estero;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;30781,87156
2024;tucuman;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1621254,875
2024;tucuman;financiamiento educativo ley 26075;financiamiento educativo ley 26075;157752,7585
2024;tucuman;transferencia de servicios ley 24049;transferencia de servicios ley 24049;55,8
2024;tucuman;impuesto sobre los bienes personales;ley 24699;56794,0997
2024;tucuman;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0016
2024;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3182,9482
2024;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;4354,2788
2024;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;673,0966477
2024;tucuman;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;13716,6233
2024;tucuman;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;1705,9992
2024;tucuman;regimen de energia electrica ley 24065;f.e.d.e.i.;1211,99795
2024;tucuman;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2024;tucuman;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;3110,1537
2024;tucuman;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;37467,13996
2024;tierra del fuego;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;446260,1659
2024;tierra del fuego;financiamiento educativo ley 26075;financiamiento educativo ley 26075;14932,9067
2024;tierra del fuego;transferencia de servicios ley 24049;transferencia de servicios ley 24049;12
2024;tierra del fuego;impuesto sobre los bienes personales;ley 24699;14723,2838
2024;tierra del fuego;impuesto sobre los bienes personales;ley 23966 art 30;151,3477
2024;tierra del fuego;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0004
2024;tierra del fuego;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;308,9211
2024;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;825,1663
2024;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;2249,607
2024;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;764,9778457
2024;tierra del fuego;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;8654,5361
2024;tierra del fuego;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;1377,5773
2024;tierra del fuego;regimen de energia electrica ley 24065;f.e.d.e.i.;1377,441982
2024;tierra del fuego;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36
2024;tierra del fuego;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;806,2947
2024;tierra del fuego;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;829,392597
2024;c.a.b.a;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;726367,8828
2024;c.a.b.a;financiamiento educativo ley 26075;financiamiento educativo ley 26075;196042,2628
2024;c.a.b.a;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0015
2024;c.a.b.a;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;4245,6214
2024;tesoro nacional;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;26512703,05
2024;tesoro nacional;impuesto sobre los bienes personales;ley 24699;875825,0526
2024;tesoro nacional;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0235
2024;tesoro nacional;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;225381,3659
2024;tesoro nacional;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;-1000357,59
2024;seguridad social;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;4293173,58
2024;seguridad social;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;154158,7971
2024;fondo a.t.n.;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;658864,3901
2024;fondo a.t.n.;impuesto sobre los bienes personales;ley 24699;21033,2625
2025;buenos aires;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;8834740,255
2025;buenos aires;financiamiento educativo ley 26075;financiamiento educativo ley 26075;2754712,95
2025;buenos aires;transferencia de servicios ley 24049;transferencia de servicios ley 24049;420,1008
2025;buenos aires;impuesto sobre los bienes personales;ley 24699;226429,9841
2025;buenos aires;impuesto sobre los bienes personales;ley 23966 art 30;53906,3613
2025;buenos aires;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;1,0705
2025;buenos aires;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;182144,7578
2025;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;28974,5294
2025;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;59690,1603
2025;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;1488,711429
2025;buenos aires;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;93487,3275
2025;buenos aires;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;3406,6327
2025;buenos aires;regimen de energia electrica ley 24065;f.e.d.e.i.;2167,125347
2025;buenos aires;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;45127,3008
2025;buenos aires;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;1405156,669
2025;catamarca;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1324959,013
2025;catamarca;financiamiento educativo ley 26075;financiamiento educativo ley 26075;128647,3356
2025;catamarca;transferencia de servicios ley 24049;transferencia de servicios ley 24049;21,3996
2025;catamarca;impuesto sobre los bienes personales;ley 24699;28399,9647
2025;catamarca;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0802
2025;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3637,9467
2025;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;6260,2291
2025;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2243,70463
2025;catamarca;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;13539,5439
2025;catamarca;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4616,1572
2025;catamarca;regimen de energia electrica ley 24065;f.e.d.e.i.;3266,173067
2025;catamarca;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2025;catamarca;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;5660,1753
2025;catamarca;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;16403,08895
2025;cordoba;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;4094323,842
2025;cordoba;financiamiento educativo ley 26075;financiamiento educativo ley 26075;591777,7444
2025;cordoba;transferencia de servicios ley 24049;transferencia de servicios ley 24049;125,3004
2025;cordoba;impuesto sobre los bienes personales;ley 24699;91555,1311
2025;cordoba;impuesto sobre los bienes personales;ley 23966 art 30;18409,2537
2025;cordoba;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,2963
2025;cordoba;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;62203,2163
2025;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;11727,8198
2025;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;32733,5251
2025;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;1488,711429
2025;cordoba;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;36427,8206
2025;cordoba;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;2818,013
2025;cordoba;regimen de energia electrica ley 24065;f.e.d.e.i.;2167,125347
2025;cordoba;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6
2025;cordoba;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;18246,9725
2025;cordoba;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;57529,58259
2025;corrientes;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1692115,903
2025;corrientes;financiamiento educativo ley 26075;financiamiento educativo ley 26075;269744,4136
2025;corrientes;transferencia de servicios ley 24049;transferencia de servicios ley 24049;38,6004
2025;corrientes;impuesto sobre los bienes personales;ley 24699;38330,0222
2025;corrientes;impuesto sobre los bienes personales;ley 23966 art 30;5886,4263
2025;corrientes;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,1329
2025;corrientes;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;19889,7064
2025;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;4909,9068
2025;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;7979,6614
2025;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;1884,700726
2025;corrientes;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;31914,6396
2025;corrientes;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;3945,4281
2025;corrientes;regimen de energia electrica ley 24065;f.e.d.e.i.;2743,569126
2025;corrientes;fondo compensador de desequilibrios;fondo compensador de desequilibrios;18
2025;corrientes;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;7639,1806
2025;corrientes;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;82963,80539
2025;chaco;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;2331471,795
2025;chaco;financiamiento educativo ley 26075;financiamiento educativo ley 26075;301283,7604
2025;chaco;transferencia de servicios ley 24049;transferencia de servicios ley 24049;33,6
2025;chaco;impuesto sobre los bienes personales;ley 24699;51437,6982
2025;chaco;impuesto sobre los bienes personales;ley 23966 art 30;4627,7308
2025;chaco;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,1736
2025;chaco;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;15636,6869
2025;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;6588,9896
2025;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;8269,189
2025;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2001,715226
2025;chaco;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;29658,0486
2025;chaco;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4121,5799
2025;chaco;regimen de energia electrica ley 24065;f.e.d.e.i.;2913,907772
2025;chaco;fondo compensador de desequilibrios;fondo compensador de desequilibrios;6
2025;chaco;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;10251,6166
2025;chaco;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;101757,9499
2025;chubut;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;710970,0069
2025;chubut;financiamiento educativo ley 26075;financiamiento educativo ley 26075;123667,4386
2025;chubut;transferencia de servicios ley 24049;transferencia de servicios ley 24049;24,2004
2025;chubut;impuesto sobre los bienes personales;ley 24699;16306,8039
2025;chubut;impuesto sobre los bienes personales;ley 23966 art 30;1810,2814
2025;chubut;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0802
2025;chubut;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;6116,7787
2025;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;2088,8762
2025;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;7030,6211
2025;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2098,764313
2025;chubut;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;20631,686
2025;chubut;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;5350,2092
2025;chubut;regimen de energia electrica ley 24065;f.e.d.e.i.;3055,182656
2025;chubut;fondo compensador de desequilibrios;fondo compensador de desequilibrios;36
2025;chubut;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;3250,0214
2025;chubut;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;17155,42694
2025;entre rios;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;2317062,999
2025;entre rios;financiamiento educativo ley 26075;financiamiento educativo ley 26075;259784,6198
2025;entre rios;transferencia de servicios ley 24049;transferencia de servicios ley 24049;67,4988
2025;entre rios;impuesto sobre los bienes personales;ley 24699;50345,392
2025;entre rios;impuesto sobre los bienes personales;ley 23966 art 30;7989,2109
2025;entre rios;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,1376
2025;entre rios;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;26994,8269
2025;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;6448,9659
2025;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;10913,7548
2025;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;1722,671731
2025;entre rios;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;25144,8674
2025;entre rios;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;3936,1534
2025;entre rios;regimen de energia electrica ley 24065;f.e.d.e.i.;2507,702635
2025;entre rios;fondo compensador de desequilibrios;fondo compensador de desequilibrios;21,6
2025;entre rios;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;10033,7581
2025;entre rios;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;46318,9329
2025;formosa;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1745243,644
2025;formosa;financiamiento educativo ley 26075;financiamiento educativo ley 26075;175956,356
2025;formosa;transferencia de servicios ley 24049;transferencia de servicios ley 24049;20,7012
2025;formosa;impuesto sobre los bienes personales;ley 24699;37535,6176
2025;formosa;impuesto sobre los bienes personales;ley 23966 art 30;2155,6874
2025;formosa;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0936
2025;formosa;i.v.a.ley 23966 art 5 punto 2;i.v.a.ley 23966 art 5 punto 2;7283,8738
2025;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;4808,1924
2025;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;5678,3818
2025;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;2313,085517
2025;formosa;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;25789,6077
2025;formosa;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4287,476
2025;formosa;regimen de energia electrica ley 24065;f.e.d.e.i.;3367,171203
2025;formosa;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
2025;formosa;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;regimen simplificado para pequeños contribuyentes ley 24977 art 59 inciso a;7480,9264
2025;formosa;consenso fiscal ley 27429 compensacion;consenso fiscal ley 27429 compensacion;43175,69696
2025;jujuy;coparticipacion federal de impuestos neta ley 26075;coparticipacion federal de impuestos neta ley 26075;1330862,695
2025;jujuy;financiamiento educativo ley 26075;financiamiento educativo ley 26075;168486,5105
2025;jujuy;transferencia de servicios ley 24049;transferencia de servicios ley 24049;33,3
2025;jujuy;impuesto sobre los bienes personales;ley 24699;29293,6698
2025;jujuy;impuesto sobre los activos fondo educacion ley 23906;impuesto sobre los activos fondo educacion ley 23906;0,0853
2025;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;obras de infraestructura;3752,3417
2025;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;vialidad provincial;5810,7836
2025;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;f.e.d.e.i.;1866,577283
2025;jujuy;impuesto a los combustibles liquidos ley 23966 y 24699;ley 24464 fo.na.vi;19342,2057
2025;jujuy;regimen de energia electrica ley 24065;fondo para compensaciones de tarifa electrica;4278,2857
2025;jujuy;regimen de energia electrica ley 24065;f.e.d.e.i.;2717,18673
2025;jujuy;fondo compensador de desequilibrios;fondo compensador de desequilibrios;26,4
